"taxonomy_id","taxonomy"
34898,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;"
554040,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora;delbrueckii"
559778,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora;franciscae"
559780,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora;globosa"
553043,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora;maleeae"
559777,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora;pretoriensis"
21379,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;unclassified Saccharomycetaceae"
34899,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;unclassified Saccharomycetaceae;"
4490,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Vanderwaltozyma"
34900,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Vanderwaltozyma;"
559782,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Vanderwaltozyma;Vanderwaltozyma;polyspora"
565877,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Vanderwaltozyma;Vanderwaltozyma;tropicalis"
565878,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Vanderwaltozyma;Vanderwaltozyma;verrucispora"
12454,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Williopsis"
34901,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Williopsis;"
561351,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Williopsis;Williopsis;beijerinckii"
4491,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces"
34902,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;"
555408,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces;bailii"
554154,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces;bisporus"
559775,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces;kombuchaensis"
559774,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces;lentus"
561067,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces;mellis"
559779,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces;microellipsoides"
559792,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces;mrakii"
565004,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces;pseudorouxii"
559776,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces;rouxii"
559793,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygotorulaspora;florentina"
22717,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygowilliopsis"
34903,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygowilliopsis;"
552027,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygowilliopsis;Zygowilliopsis;californica"
556134,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygowilliopsis;Zygowilliopsis;californica;Williopsis"
22718,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetales incertae sedis;Barnettozyma"
22719,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetales incertae sedis;Macrorhabdus"
34904,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetales incertae sedis;Macrorhabdus;"
18116,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetales incertae sedis;Ogataea"
16946,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetales incertae sedis;Spathaspora"
34905,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetales incertae sedis;Spathaspora;"
551912,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae"
4492,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora"
34906,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;"
565324,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;clermontiae"
555407,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;guilliermondii"
565325,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;lachancei"
565326,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;meyeri"
559769,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;occidentalis"
565075,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;occidentalis;Hanseniaspora"
557581,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;opuntiae"
555319,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;osmophila"
564361,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;thailandica"
553889,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;uvarum"
559771,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;valbyensis"
556357,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora;vineae"
559770,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Kloeckera;Kloeckera;lindneri"
15276,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;mitosporic Hanseniaspora;Kloeckera"
564904,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Nadsonia;Nadsonia;commutata"
564905,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Nadsonia;Nadsonia;fulvescens;Nadsonia"
21125,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Saccharomycodes"
34907,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Saccharomycodes;"
559768,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Saccharomycodes;Saccharomycodes;ludwigii"
564906,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Saccharomycodes;Saccharomycodes;sinensis"
21380,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;unclassified Saccharomycodaceae"
34908,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;unclassified Saccharomycodaceae;"
554538,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Wickerhamia;Wickerhamia;fluorescens"
3833179,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae"
18196,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Ambrosiozyma"
34909,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Ambrosiozyma;"
18282,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Arthroascus"
34910,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Arthroascus;"
562730,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Arthroascus;Arthroascus;babjevae"
562732,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Arthroascus;Arthroascus;fermentans"
562731,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Arthroascus;Arthroascus;fermentans;Arthroascus"
553682,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Arthroascus;Arthroascus;schoenii"
4493,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis"
34911,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;"
562728,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;Saccharomycopsis;crataegensis"
556335,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;Saccharomycopsis;fibuligera"
562729,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;Saccharomycopsis;javanensis"
562727,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;Saccharomycopsis;malanga"
552039,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;Saccharomycopsis;microspora"
561723,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;Saccharomycopsis;vini"
3833181,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae"
11951,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Sugiyamaella"
34912,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Sugiyamaella;"
553294,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Sugiyamaella;Sugiyamaella;americana"
553292,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Sugiyamaella;Sugiyamaella;smithiae"
11894,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Trichomonascus"
34913,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Trichomonascus;"
11783,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Trichomonascus;Trichomonascus ciferrii complex"
34914,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Trichomonascus;Trichomonascus ciferrii complex;"
554041,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Trichomonascus;Trichomonascus;ciferrii"
22720,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella"
34915,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella;"
562454,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella;Wickerhamiella;australiensis"
11960,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Zygoascus"
34916,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Zygoascus;"
554034,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Zygoascus;Zygoascus;hellenicus"
559200,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Zygoascus;Zygoascus;hellenicus;Zygoascus"
565874,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Zygoascus;Zygoascus;meyerae"
556358,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Zygoascus;Zygoascus;steatolyticus"
559201,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Zygoascus;Zygoascus;steatolyticus;Zygoascus"
21381,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;unclassified Saccharomycetales"
34917,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;unclassified Saccharomycetales;"
3833197,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomycetaceae"
4494,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomycetaceae;Wickerhamomyces"
553683,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomycetaceae;Wickerhamomyces;Wickerhamomyces;anomalus"
566659,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomycetaceae;Wickerhamomyces;Wickerhamomyces;chaumierensis"
566655,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomycetaceae;Wickerhamomyces;Wickerhamomyces;ciferrii"
564511,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomycetaceae;Wickerhamomyces;Wickerhamomyces;edaphicus"
566658,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomycetaceae;Wickerhamomyces;Wickerhamomyces;hampshirensis"
566657,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomycetaceae;Wickerhamomyces;Wickerhamomyces;lynferdii"
561281,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomycetaceae;Wickerhamomyces;Wickerhamomyces;patagonicus"
558828,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomycetaceae;Wickerhamomyces;Wickerhamomyces;rabaulensis"
565880,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomycetaceae;Wickerhamomyces;Wickerhamomyces;sydowiorum"
11874,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetes incertae sedis;Starmera"
34918,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetes incertae sedis;Starmera;"
22721,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetes incertae sedis;Starmerella"
34919,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetes incertae sedis;Starmerella;"
565735,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Starmerella;Starmerella;bombicola"
12067,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;unclassified Saccharomycetes"
34920,"Eukarya;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;unclassified Saccharomycetes;"
553409,"Eukarya;Fungi;Dikarya;Ascomycota;Scleroconidioma;Scleroconidioma;sphagnicola"
556327,"Eukarya;Fungi;Dikarya;Ascomycota;Sclerotium;cepivorum"
556326,"Eukarya;Fungi;Dikarya;Ascomycota;Sclerotium;denigrans"
556325,"Eukarya;Fungi;Dikarya;Ascomycota;Sclerotium;perniciosum"
558010,"Eukarya;Fungi;Dikarya;Ascomycota;Scolecobasidium;Scolecobasidium;cateniphorum"
555791,"Eukarya;Fungi;Dikarya;Ascomycota;Scolecobasidium;Scolecobasidium;dendroides"
566971,"Eukarya;Fungi;Dikarya;Ascomycota;Scolecobasidium;Scolecobasidium;excentricum"
558011,"Eukarya;Fungi;Dikarya;Ascomycota;Scolecobasidium;Scolecobasidium;terreum"
558009,"Eukarya;Fungi;Dikarya;Ascomycota;Scolecobasidium;Scolecobasidium;variabile"
561602,"Eukarya;Fungi;Dikarya;Ascomycota;Septogloeum;Septogloeum;mori"
557328,"Eukarya;Fungi;Dikarya;Ascomycota;Sirococcus;Sirococcus;conigenus"
557329,"Eukarya;Fungi;Dikarya;Ascomycota;Sirococcus;Sirococcus;piceicola"
557330,"Eukarya;Fungi;Dikarya;Ascomycota;Sirococcus;Sirococcus;tsugae"
557176,"Eukarya;Fungi;Dikarya;Ascomycota;Sirosporium;Sirosporium;mori"
560926,"Eukarya;Fungi;Dikarya;Ascomycota;Speiropsis;Speiropsis;pedatospora"
566377,"Eukarya;Fungi;Dikarya;Ascomycota;Sphaerographium;Sphaerographium;nyssicola"
557501,"Eukarya;Fungi;Dikarya;Ascomycota;Spirosphaera;Spirosphaera;beverwijkiana"
557489,"Eukarya;Fungi;Dikarya;Ascomycota;Spirosphaera;Spirosphaera;carici-graminis"
558912,"Eukarya;Fungi;Dikarya;Ascomycota;Spirosphaera;Spirosphaera;cupreorufescens"
566550,"Eukarya;Fungi;Dikarya;Ascomycota;Sporendonema;Sporendonema;purpurascens"
561842,"Eukarya;Fungi;Dikarya;Ascomycota;Sporidesmium;Sporidesmium;knawiae"
557281,"Eukarya;Fungi;Dikarya;Ascomycota;Stenellopsis;Stenellopsis;liriopes"
557507,"Eukarya;Fungi;Dikarya;Ascomycota;Subulispora;Subulispora;britannica"
562253,"Eukarya;Fungi;Dikarya;Ascomycota;Sympodiella;Sympodiella;acicola"
19592,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Neolectales;Neolectaceae;Neolecta"
34921,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Neolectales;Neolectaceae;Neolecta;"
556404,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Neolectomycetes;Neolectales;Neolectaceae;Neolecta;Neolecta;irregularis"
556405,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Neolectomycetes;Neolectales;Neolectaceae;Neolecta;Neolecta;vitellina"
4495,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Pneumocystidomycetes;Pneumocystidaceae;Pneumocystis"
34922,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Pneumocystidomycetes;Pneumocystidaceae;Pneumocystis;"
565643,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Pneumocystidomycetes;Pneumocystidales;Pneumocystidaceae;Pneumocystis;Pneumocystis;carinii"
562991,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Pneumocystidomycetes;Pneumocystidales;Pneumocystidaceae;Pneumocystis;Pneumocystis;gerbil"
561855,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Pneumocystidomycetes;Pneumocystidales;Pneumocystidaceae;Pneumocystis;Pneumocystis;jirovecii"
563123,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Pneumocystidomycetes;Pneumocystidales;Pneumocystidaceae;Pneumocystis;Pneumocystis;murina"
564328,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Pneumocystidomycetes;Pneumocystidales;Pneumocystidaceae;Pneumocystis;Pneumocystis;wakefieldiae"
26930,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae"
4496,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces"
34923,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;"
552404,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;Schizosaccharomyces;cryophilus"
552403,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;Schizosaccharomyces;octosporus"
561899,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;Schizosaccharomyces;pombe"
16395,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;environmental samples"
34924,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;environmental samples;"
26931,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Protomycetaceae"
4497,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Protomycetaceae;Protomyces"
34925,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Protomycetaceae;Protomyces;"
562643,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Protomycetaceae;Protomyces;Protomyces;inouyei"
551907,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrinaceae"
563267,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrinaceae;Lalaria;Lalaria;inositophila"
563266,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrinaceae;Lalaria;Lalaria;veronirambellii"
4498,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina"
34926,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;"
560121,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;Taphrina;alni"
560120,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;Taphrina;americana"
560119,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;Taphrina;betulina"
560118,"Eukarya;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;Taphrina;caerulescens"
