"taxonomy_id","taxonomy"
565577,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Nannizziopsis;Nannizziopsis;vriesii"
12071,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Onygena"
33913,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Onygena;"
11977,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Pectinotrichum"
33914,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Pectinotrichum;"
565576,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Pectinotrichum;Pectinotrichum;llanense"
33915,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Polytolypa;"
559123,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Polytolypa;Polytolypa;hystricis"
13938,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Pseudoamauroascus"
33916,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Pseudoamauroascus;"
565608,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Pseudoamauroascus;Pseudoamauroascus;australiensis"
11800,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Renispora"
33917,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Renispora;"
563924,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Renispora;Renispora;flavissima"
18988,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Shanorella"
565442,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Shanorella;Shanorella;spirotricha"
11798,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Spiromastix"
33918,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Spiromastix;"
565356,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Spiromastix;Spiromastix;princeps"
559122,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Spiromastix;Spiromastix;tentaculatum"
554103,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Spiromastix;Spiromastix;warcupii"
4441,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Uncinocarpus"
33919,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Uncinocarpus;"
565575,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Uncinocarpus;Uncinocarpus;orissi"
552940,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Uncinocarpus;Uncinocarpus;queenslandicus"
552937,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Uncinocarpus;Uncinocarpus;reesii"
552508,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Paracoccidioides;Paracoccidioides;brasiliensis"
26898,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales"
19332,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis"
33920,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;"
562983,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;consociata"
562982,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;debilis"
562981,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;dolichocephala"
562980,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;epithallina"
562979,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;fennica"
562978,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;golubkovae"
562977,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;haematopus"
562976,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;nana"
562975,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;orientalis"
562973,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;pusilla"
562974,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;pusiola"
562972,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;resinicola"
562971,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;savonica"
562970,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;subparoica"
562968,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;tibellii"
562969,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis;Chaenothecopsis;viridireagens"
19408,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Mycocalicium"
33921,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Mycocalicium;"
564005,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Mycocalicium;Mycocalicium;albonigrum"
562962,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Mycocalicium;Mycocalicium;americanum"
558533,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Mycocalicium;Mycocalicium;polyporaeum"
561352,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Mycocalicium;Mycocalicium;subtile"
563311,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Mycocalicium;Mycocalicium;victoriae"
562967,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Phaeocalicium;Phaeocalicium;interruptum"
562966,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Phaeocalicium;Phaeocalicium;populneum"
19495,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Stenocybe"
33922,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Stenocybe;"
562963,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Stenocybe;Stenocybe;pullatula"
19639,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Sphinctrinaceae;Sphinctrina"
33923,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Sphinctrinaceae;Sphinctrina;"
562965,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Sphinctrinaceae;Sphinctrina;Sphinctrina;leucopoda"
562964,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Sphinctrinaceae;Sphinctrina;Sphinctrina;turbinata"
553594,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Everhartia;Everhartia;hymenuloides"
26899,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae"
13362,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Geoglossum"
566571,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Geoglossum;Geoglossum;cookeanum"
552475,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Geoglossum;Geoglossum;fallax"
558537,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Geoglossum;Geoglossum;glabrum"
566573,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Geoglossum;Geoglossum;glutinosum"
554141,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Geoglossum;Geoglossum;nigritum"
552474,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Geoglossum;Geoglossum;umbratile"
22687,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Sarcoleotia"
558523,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Sarcoleotia;Sarcoleotia;globosa"
558541,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Sarcoleotia;Sarcoleotia;turficola"
15942,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Trichoglossum"
566572,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Trichoglossum;Trichoglossum;durandii"
554138,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Trichoglossum;Trichoglossum;hirsutum"
566574,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes;Geoglossales;Geoglossaceae;Trichoglossum;Trichoglossum;walteri"
553571,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Hansfordia;Hansfordia;pulvinata"
33924,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniales;Ceratomycetaceae;Ceratomyces;"
33925,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniales;Laboulbeniaceae;Botryandromyces;"
33926,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniales;Laboulbeniaceae;Hesperomyces;"
33927,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniales;Laboulbeniaceae;Rhachomyces;"
33928,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniales;Laboulbeniaceae;Rickia;"
33929,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniales;Laboulbeniaceae;Stigmatomyces;"
33930,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniales;Laboulbeniaceae;Zodiomyces;"
33931,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniomycetes incertae sedis;Laboulbeniopsis;"
18947,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Pyxidiophorales;Pyxidiophoraceae;Pyxidiophora"
33932,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Pyxidiophorales;Pyxidiophoraceae;Pyxidiophora;"
26900,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes"
3833176,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales"
15852,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora"
33933,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;"
562629,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;austroshetlandica"
557992,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;badiofusca"
557991,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;bullata"
557036,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;cervina"
562626,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;fulvoviridula"
557990,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;fuscata"
554098,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;laqueata"
561687,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;moenium"
562627,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;molybdina"
557989,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;nitrophila"
557988,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;peliscypha"
556236,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;rhizobola"
565819,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;rosulata"
556235,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;rugulosa"
556234,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;scabrida"
557986,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;schleicheri"
557985,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;sinopica"
556233,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora;Acarospora;smaragdula"
33934,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Glypholecia;"
561199,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Glypholecia;Glypholecia;scabra"
14016,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Phacopsis"
33935,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Phacopsis;"
560199,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Phacopsis;Phacopsis;huuskonenii"
560198,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Phacopsis;Phacopsis;oxyspora"
33936,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Pleopsidium;"
556232,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Pleopsidium;Pleopsidium;chlorophanum"
558029,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Pleopsidium;Pleopsidium;flavum"
557987,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Pleopsidium;Pleopsidium;gobiense"
33937,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Polysporina;"
558028,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Polysporina;Polysporina;simplex"
20643,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Sarcogyne"
33938,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Sarcogyne;"
558026,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Sarcogyne;Sarcogyne;regularis"
557045,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelaria;Candelaria;concolor"
557046,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelaria;Candelaria;crawfordii"
557044,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelaria;Candelaria;fibrosa"
557041,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelaria;Candelaria;fibrosoides"
557043,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelaria;Candelaria;fruticans"
557042,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelaria;Candelaria;pacifica"
557068,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;aggregata"
557067,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;antennaria"
557066,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;aurella"
557065,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;biatorina"
557064,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;borealis"
557063,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;californica"
557062,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;citrina"
557061,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;complanata"
557060,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;coralliza"
557059,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;corallizoides"
557058,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;deppeanae"
557057,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;efflorescens"
557056,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;kansuensis"
557055,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;lutella"
557054,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;medians"
557053,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;placodizans"
557052,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;reflexa"
557051,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;rosulans"
557050,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;spraguei"
557049,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;subdeflexa"
567022,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;terrigena"
557048,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;vitellina"
557047,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelariella;Candelariella;xanthostigma"
557040,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelina;Candelina;mexicana"
557039,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Candelina;Candelina;submexicana"
557038,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Placomaronea;Placomaronea;candelarioides"
560925,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Placomaronea;Placomaronea;fuegiana"
560923,"Eukarya;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Candelariales;Candelariaceae;Placomaronea;Placomaronea;kaernefeltii"
