project,dataset,taxonomy,counts
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Genus_NA;unculturedGanoderma,14
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Hapalopilaceae;Ceriporiopsis;sp_olrim4,11
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Meripilaceae;Rigidoporus;Oxyporus_corticola,52
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Flavodon;flavus,3
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Perenniporia;subacida,2
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Russulales;Auriscalpiaceae;Lentinellus;vulpinus,13
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Genus_NA;unculturedMalasseziales,43
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Malassezia;sp_LCP_2008a,42
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA,1
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedBasidiomycota,164
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Microbotryomycetes;Order_NA;Family_NA;Genus_NA;Glaciozyma_martinii,5
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporidiobolus;johnsonii,1
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;striiformis,1
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus;albidus_var_diffluens,3
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;capsuligenum,3
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_Basidiomycota;Tremellomycetes;Tremellales;Trichosporonaceae;Trichosporon;loubieri,9
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA,32
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;fungal_endophyte_sp_SS_743,1
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;fungal_sp_mh14853,1
DAH_CF_ITS,Pseudo_X01,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedfungus,1280
DAH_CF_ITS,Pseudo_X01,Unknown,918
DAH_CF_ITS,Pseudo_X02,Eukarya,51
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota,7
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Dothideomycetes,1
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Cladosporium;cladosporioides,2
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Emericella;nidulans,350
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida,1027
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;africana,6
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;albicans,137
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;dubliniensis,21967
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;ethanolica,1
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;intermedia,2
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;parapsilosis,25
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;pombe,44
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;carnea,2
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Genus_NA;unculturedectomycorrhiza_(Corticiaceae),1
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Piptoporus;betulinus,2
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Phlebia;serialis,1
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Peniophora;sp_MY32EW2,1
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Genus_NA;unculturedMalasseziales,1
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Malassezia;sp_LCP_2008a,9
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA,1
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedBasidiomycota,19
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_Basidiomycota;Microbotryomycetes;Sporidiobolales;Family_NA;Sporobolomyces;foliicola,3
DAH_CF_ITS,Pseudo_X02,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedfungus,316
DAH_CF_ITS,Pseudo_X02,Unknown,7
DAH_CF_ITS,Pseudo_X03,Eukarya,49
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota,3
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedAscomycota,7
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedPezizomycotina,2
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Emericella;nidulans,5
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium,1
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium;corylophilum,1
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Genus_NA;unculturedThelebolaceae,1
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Pezizomycetes;Pezizales;Sarcoscyphaceae;Phillipsia;domingensis,3
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales,4
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida,5266
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;africana,44
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;albicans,2575
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;intermedia,11
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;labiduridarum,1
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;parapsilosis,17337
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;tropicalis,9
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;unculturedfungus,17
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;pombe,70
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Oligoporus;Postia_sericeomollis,6
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Genus_NA;unculturedMalasseziales,3
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Malassezia;sp_LCP_2008a,4
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedBasidiomycota,34
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Basidiomycota;Microbotryomycetes;Sporidiobolales;Family_NA;Rhodotorula,3
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;syntherismae,7
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;fungal_sp_YNLF_26,1
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedfungus,313
DAH_CF_ITS,Pseudo_X03,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedsoil_fungus,1
DAH_CF_ITS,Pseudo_X03,Unknown,7
DAH_CF_ITS,Pseudo_X04,Eukarya,29
DAH_CF_ITS,Pseudo_X04,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida,382
DAH_CF_ITS,Pseudo_X04,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;albicans,2
DAH_CF_ITS,Pseudo_X04,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;dubliniensis,20
DAH_CF_ITS,Pseudo_X04,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora;lusitaniae,8298
DAH_CF_ITS,Pseudo_X04,Unknown,1
DAH_CF_ITS,Pseudo_X06,Eukarya,383
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;sp_LH5,4
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Emericella;nidulans,47
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales,1
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida,6195
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;africana,28
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;albicans,66
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;dubliniensis,1472
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;tropicalis,476
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;unculturedfungus,1
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora;lusitaniae,46
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces;Candida_glabrata,1
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;cerevisiae,102
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Piptoporus;betulinus,25
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Genus_NA;unculturedMalasseziales,291
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Malassezia;sp_LCP_2008a,285
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA,5
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedBasidiomycota,333
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus;paraflavus,22
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA,31
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedfungus,653
DAH_CF_ITS,Pseudo_X06,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedsoil_fungus,1
DAH_CF_ITS,Pseudo_X06,Unknown,410
DAH_CF_ITS,Pseudo_X08,Eukarya,336
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Class_NA;Order_NA;Family_NA;Genus_NA;agaricomycete_sp_7406,5
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Emericella;nidulans,7
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales,20
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida,8960
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;africana,11
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;albicans,44
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;dubliniensis,683
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;parapsilosis,17
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora;lusitaniae,1
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Debaryomyces;hansenii,3
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces;Candida_glabrata,1
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;cerevisiae,1
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;pombe,2
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Family_NA;Genus_NA;fungal_sp_212g,19
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA,1
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedBasidiomycota,90
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Basidiomycota;Tremellomycetes;Tremellales;Exidiaceae;Sebacina;calcea,13
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_Basidiomycota;Tremellomycetes;Tremellales;Trichosporonaceae;Trichosporon;loubieri,3
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;fungal_sp_mh14853,3
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedfungus,179
DAH_CF_ITS,Pseudo_X08,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedsoil_fungus,1
DAH_CF_ITS,Pseudo_X08,Unknown,422
DAH_CF_ITS,Pseudo_X09,Eukarya,37
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota,7
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedPezizomycotina,1
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;triticina,1
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Emericella;nidulans,1947
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium,2
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales,1
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Dipodascus;australiensis,1
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida,1169
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;africana,3
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;albicans,71
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;dubliniensis,18670
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;ethanolica,20
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;humilis,1
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora;lusitaniae,2
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae,1
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Dekkera;anomala,18
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;fermentans,2
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;jadinii,3
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;kudriavzevii,2
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Sordariomycetes;Order_NA;Plectosphaerellaceae;Plectosphaerella;cucumerina,3
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Ascomycota;Sordariomycetes;Order_NA;Plectosphaerellaceae;Verticillium;tricorpus,3
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Malassezia;sp_LCP_2008a,5
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedBasidiomycota,5
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Basidiomycota;Exobasidiomycetes;Entylomatales;Family_NA;Genus_NA;Tilletiopsis_washingtonensis,2
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Basidiomycota;Tremellomycetes;Order_NA;Family_NA;Genus_NA;unculturedTremellomycetes,9
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_Basidiomycota;Tremellomycetes;Tremellales;Trichosporonaceae;Trichosporon,1
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedcompost_fungus,5
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedendophytic_fungus,2
DAH_CF_ITS,Pseudo_X09,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedfungus,40
DAH_CF_ITS,Pseudo_X09,Unknown,1876
DAH_CF_ITS,Sputum_042512_A,Eukarya,187
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota,9
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedAscomycota,6
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;Aureobasidium;pullulans,3
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Dothideomycetes;Pleosporales;Family_NA;Phoma,2
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeriopsis;sp_TMS_2011,8
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;niger,1
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;penicillioides,1
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;restrictus,3
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium;corylophilum,1
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida,1819
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;africana,63
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;albicans,18
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;parapsilosis,1
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;cerevisiae,6
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;pombe,13
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma,6
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Termitomyces;unculturedTermitomyces,14
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Class_NA,1
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Genus_NA,1
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Genus_NA;unculturedMalasseziales,72
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Malassezia;globosa,3
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Malassezia;sp_LCP_2008a,545
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedBasidiomycota,455
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Microbotryomycetes;Sporidiobolales;Family_NA;Rhodotorula,14
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Microbotryomycetes;Sporidiobolales;Family_NA;Rhodotorula;mucilaginosa,15
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Microbotryomycetes;Sporidiobolales;Family_NA;Rhodotorula;sp_LH23,3
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Tremellomycetes;Order_NA;Family_NA;Genus_NA;unculturedTremellomycetes,6
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Tremellomycetes;Tremellales;Family_NA;Genus_NA;unculturedTremellales,1
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Dioszegia;crocea,10
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA,1
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;fungal_endophyte,2
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;fungal_sp_TRN172,3
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedendophytic_fungus,23
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedfungus,5408
DAH_CF_ITS,Sputum_042512_A,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedsoil_fungus,1
DAH_CF_ITS,Sputum_042512_A,Unknown,582
DAH_CF_ITS,Sputum_042512_B,Eukarya,1193
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Ascomycota,12
